,Datetime,Tweet Id,Text,Username
85,2021-11-30 23:59:24+00:00,1465832867225870341,"They Called Their Band Omicron. Now They’re Sharing the Name With a Covid Variant

“Whether for the right or wrong reasons, we’ve been getting clicks,"" says guitarist Li Heng Chan of the defunct Hong Kong prog-metal outfit. 

""It’s been a lot to process”
https://t.co/mQvHk9Wcq3",kipshots
86,2021-11-30 23:59:22+00:00,1465832860787560449,We're proud to support 💗 Provide international support for COVID-19💗 Donate $20….,SupperMacGimR
87,2021-11-30 23:59:21+00:00,1465832857989832704,Tracking COVID-19 variant Omicron - https://t.co/dqaXEneJTC,mandygunn61
88,2021-11-30 23:59:21+00:00,1465832857021079558,Pretty sad COVID had to go an attach itself to LeBron for clout https://t.co/8cH48zVYAB,jlat13
89,2021-11-30 23:59:20+00:00,1465832854118486017,"@AbundantLandUse @InspiredAquaCA Now that is sounding WAY too sensible. There should have been a gov't program for all public buildings put in place as soon as it was known that COVID was airborne, like from April 2020.",yul_native
90,2021-11-30 23:59:20+00:00,1465832851958546436,"@Michell25038442 @JosephFalzoneMD You are completely right about this! Go with your gut. Things are changing because of private equity. Everything they’ve 
ever touched his turn to ashes back to dust, and we will need morgue trucks behind a lot of hospitals, way beyond Covid.",Bilked2TheBrink
91,2021-11-30 23:59:20+00:00,1465832851245441027,"@abcnews Do they care about all of the negative consequences, many of which will last decades, of the zero Covid mentality?",DanielG71690653
92,2021-11-30 23:59:19+00:00,1465832849274253314,@Taarec10 @_TheRealAlvin_ Ur put in protocol if your exposed to someone with covid. Vaxx or not,Big_Medd
93,2021-11-30 23:59:19+00:00,1465832846526849025,People are a little *too* excited at the possibility of Bron having covid https://t.co/DvLZz47TE6,zhahnruh
94,2021-11-30 23:59:18+00:00,1465832844920442881,@bees_oz @AlanBixter MSM and Govt have achieved their objective. Covid is so prevalent in schools now that it’s become normalised and parents &amp; teachers have been lulled into thinking it’s not a big deal. Our society has been duped and our kids will pay the price for potentially decades to come.,FloraSarr
